lead_id,created_at,channel,agency_size,lead_score,setter_id,closer_id
L-11810,2025-06-23 00:00:00,Meta,6-15 agents,7,Setter B,Closer B
L-11811,2025-06-12 00:00:00,Meta,16+ agents,3,Setter B,Closer B
L-11812,2025-02-12 00:00:00,Meta,Solo,5,Setter A,Closer C
L-11813,2025-06-05 00:00:00,Meta,6-15 agents,5,Setter B,Closer C
L-11814,2025-04-24 00:00:00,Meta,16+ agents,3,Setter C,Closer C
L-11815,2025-05-15 00:00:00,Meta,16+ agents,3,Setter C,Closer B
L-11816,2025-06-15 00:00:00,Google Search,16+ agents,6,Setter C,Closer B
L-11817,2025-06-15 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-11818,2025-06-17 00:00:00,TikTok,6-15 agents,4,Setter C,Closer C
L-11819,2025-02-21 00:00:00,Cold Outreach,Solo,6,Setter A,Closer D
L-11820,2025-04-18 00:00:00,Google Search,6-15 agents,8,Setter C,Closer B
L-11821,2025-03-17 00:00:00,TikTok,6-15 agents,4,Setter C,Closer C
L-11822,2025-03-04 00:00:00,Cold Outreach,16+ agents,7,Setter C,Closer A
L-11823,2025-02-14 00:00:00,Meta,Solo,4,Setter C,Closer B
L-11824,2025-06-10 00:00:00,Cold Outreach,Solo,3,Setter A,Closer C
L-11825,2025-02-10 00:00:00,Meta,Solo,4,Setter C,Closer B
L-11826,2025-02-20 00:00:00,Meta,16+ agents,3,Setter B,Closer A
L-11827,2025-04-15 00:00:00,Google Search,16+ agents,4,Setter A,Closer A
L-11828,2025-04-13 00:00:00,Google Search,16+ agents,8,Setter B,Closer C
L-11829,2025-06-19 00:00:00,Referral,16+ agents,9,Setter C,Closer B
L-11830,2025-04-22 00:00:00,Google Search,6-15 agents,6,Setter B,Closer D
L-11831,2025-04-26 00:00:00,Google Search,6-15 agents,7,Setter A,Closer B
L-11832,2025-04-29 00:00:00,Google Search,16+ agents,3,Setter C,Closer C
L-11833,2025-05-02 00:00:00,TikTok,6-15 agents,4,Setter A,Closer B
L-11834,2025-02-10 00:00:00,Cold Outreach,16+ agents,5,Setter B,Closer B
L-11835,2025-06-11 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer C
L-11836,2025-03-14 00:00:00,Meta,6-15 agents,6,Setter B,Closer B
L-11837,2025-06-24 00:00:00,Cold Outreach,16+ agents,6,Setter A,Closer C
L-11838,2025-05-02 00:00:00,Meta,6-15 agents,5,Setter C,Closer D
L-11839,2025-04-25 00:00:00,Meta,6-15 agents,3,Setter C,Closer D
L-11840,2025-02-13 00:00:00,Google Search,6-15 agents,3,Setter B,Closer D
L-11841,2025-05-07 00:00:00,Meta,2-5 agents,3,Setter C,Closer A
L-11842,2025-05-15 00:00:00,Meta,6-15 agents,6,Setter A,Closer A
L-11843,2025-02-17 00:00:00,Google Search,Solo,5,Setter C,Closer B
L-11844,2025-06-05 00:00:00,Referral,2-5 agents,10,Setter A,Closer C
L-11845,2025-06-25 00:00:00,TikTok,6-15 agents,1,Setter B,Closer D
L-11846,2025-02-21 00:00:00,Meta,6-15 agents,8,Setter A,Closer A
L-11847,2025-05-18 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-11848,2025-04-14 00:00:00,Meta,2-5 agents,5,Setter C,Closer C
L-11849,2025-03-28 00:00:00,Referral,6-15 agents,8,Setter C,Closer C
L-11850,2025-06-03 00:00:00,Google Search,2-5 agents,6,Setter A,Closer B
L-11851,2025-06-19 00:00:00,Meta,6-15 agents,4,Setter A,Closer A
L-11852,2025-03-09 00:00:00,Meta,16+ agents,8,Setter C,Closer C
L-11853,2025-06-24 00:00:00,Referral,16+ agents,9,Setter B,Closer C
L-11854,2025-05-08 00:00:00,TikTok,6-15 agents,2,Setter B,Closer A
L-11855,2025-04-26 00:00:00,Meta,6-15 agents,6,Setter B,Closer B
L-11856,2025-05-29 00:00:00,Meta,16+ agents,7,Setter B,Closer D
L-11857,2025-06-20 00:00:00,Google Search,16+ agents,8,Setter B,Closer C
L-11858,2025-06-06 00:00:00,Google Search,Solo,6,Setter A,Closer A
L-11859,2025-06-07 00:00:00,Google Search,6-15 agents,4,Setter A,Closer D
L-11860,2025-05-12 00:00:00,TikTok,2-5 agents,4,Setter A,Closer B
L-11861,2025-04-12 00:00:00,Cold Outreach,Solo,3,Setter A,Closer A
L-11862,2025-05-04 00:00:00,Referral,Solo,10,Setter B,Closer B
L-11863,2025-05-04 00:00:00,Referral,16+ agents,9,Setter C,Closer D
L-11864,2025-05-21 00:00:00,TikTok,2-5 agents,5,Setter A,Closer C
L-11865,2025-05-24 00:00:00,LinkedIn,Solo,9,Setter C,Closer C
L-11866,2025-05-25 00:00:00,Meta,6-15 agents,3,Setter C,Closer B
L-11867,2025-05-01 00:00:00,LinkedIn,6-15 agents,8,Setter B,Closer B
L-11868,2025-06-26 00:00:00,Cold Outreach,Solo,6,Setter C,Closer D
L-11869,2025-04-12 00:00:00,Google Search,2-5 agents,6,Setter B,Closer B
L-11870,2025-03-13 00:00:00,TikTok,6-15 agents,2,Setter A,Closer B
L-11871,2025-05-29 00:00:00,Google Search,Solo,8,Setter A,Closer C
L-11872,2025-05-14 00:00:00,Meta,2-5 agents,4,Setter B,Closer A
L-11873,2025-05-10 00:00:00,Google Search,6-15 agents,6,Setter A,Closer A
L-11874,2025-06-26 00:00:00,LinkedIn,Solo,7,Setter C,Closer C
L-11875,2025-05-30 00:00:00,Meta,Solo,4,Setter A,Closer B
L-11876,2025-03-29 00:00:00,Meta,Solo,7,Setter C,Closer B
L-11877,2025-06-14 00:00:00,Cold Outreach,6-15 agents,7,Setter C,Closer A
L-11878,2025-05-22 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-11879,2025-03-04 00:00:00,Meta,6-15 agents,4,Setter C,Closer C
L-11880,2025-06-09 00:00:00,LinkedIn,Solo,7,Setter C,Closer B
L-11881,2025-04-30 00:00:00,Google Search,Solo,8,Setter A,Closer A
L-11882,2025-01-26 00:00:00,Referral,6-15 agents,10,Setter B,Closer C
L-11883,2025-03-06 00:00:00,Meta,2-5 agents,3,Setter B,Closer C
L-11884,2025-06-26 00:00:00,Google Search,Solo,8,Setter B,Closer D
L-11885,2025-02-16 00:00:00,LinkedIn,2-5 agents,9,Setter B,Closer A
L-11886,2025-05-22 00:00:00,Meta,Solo,4,Setter B,Closer D
L-11887,2025-04-26 00:00:00,Referral,16+ agents,9,Setter B,Closer B
L-11888,2025-04-22 00:00:00,Google Search,Solo,8,Setter B,Closer D
L-11889,2025-06-08 00:00:00,Meta,2-5 agents,7,Setter A,Closer B
L-11890,2025-05-14 00:00:00,Cold Outreach,2-5 agents,5,Setter C,Closer B
L-11891,2025-04-11 00:00:00,Meta,6-15 agents,3,Setter B,Closer C
L-11892,2025-06-26 00:00:00,TikTok,6-15 agents,3,Setter B,Closer D
L-11893,2025-05-30 00:00:00,Meta,2-5 agents,8,Setter C,Closer C
L-11894,2025-04-12 00:00:00,Google Search,Solo,7,Setter B,Closer D
L-11895,2025-04-09 00:00:00,Meta,Solo,8,Setter B,Closer A
L-11896,2025-06-26 00:00:00,Meta,6-15 agents,6,Setter B,Closer D
L-11897,2025-02-17 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer C
L-11898,2025-05-04 00:00:00,Meta,Solo,7,Setter A,Closer C
L-11899,2025-02-24 00:00:00,Google Search,16+ agents,6,Setter A,Closer B
L-11900,2025-02-08 00:00:00,Meta,2-5 agents,6,Setter B,Closer A
L-11901,2025-03-09 00:00:00,Google Search,6-15 agents,3,Setter C,Closer B
L-11902,2025-06-04 00:00:00,Meta,16+ agents,5,Setter B,Closer B
L-11903,2025-03-12 00:00:00,Referral,Solo,8,Setter B,Closer C
L-11904,2025-02-23 00:00:00,TikTok,Solo,2,Setter C,Closer B
L-11905,2025-05-14 00:00:00,Cold Outreach,2-5 agents,5,Setter B,Closer B
L-11906,2025-06-12 00:00:00,Cold Outreach,16+ agents,4,Setter B,Closer C
L-11907,2025-05-07 00:00:00,Google Search,6-15 agents,5,Setter A,Closer A
L-11908,2025-06-03 00:00:00,LinkedIn,2-5 agents,8,Setter A,Closer A
L-11909,2025-06-12 00:00:00,TikTok,Solo,4,Setter B,Closer A
L-11910,2025-03-27 00:00:00,Meta,16+ agents,3,Setter B,Closer D
L-11911,2025-04-15 00:00:00,Meta,Solo,3,Setter B,Closer C
L-11912,2025-05-20 00:00:00,Google Search,Solo,8,Setter B,Closer C
L-11913,2025-04-16 00:00:00,Meta,16+ agents,3,Setter B,Closer A
L-11914,2025-06-08 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer D
L-11915,2025-04-28 00:00:00,Google Search,6-15 agents,6,Setter A,Closer D
L-11916,2025-06-04 00:00:00,Cold Outreach,2-5 agents,4,Setter A,Closer B
L-11917,2025-04-01 00:00:00,Cold Outreach,2-5 agents,4,Setter A,Closer B
L-11918,2025-05-29 00:00:00,Google Search,6-15 agents,6,Setter C,Closer B
L-11919,2025-06-17 00:00:00,Referral,6-15 agents,10,Setter B,Closer C
L-11920,2025-03-15 00:00:00,Cold Outreach,Solo,6,Setter C,Closer A
L-11921,2025-05-30 00:00:00,TikTok,2-5 agents,2,Setter B,Closer A
L-11922,2025-03-30 00:00:00,TikTok,2-5 agents,3,Setter A,Closer C
L-11923,2025-05-01 00:00:00,Google Search,Solo,8,Setter A,Closer B
L-11924,2025-04-21 00:00:00,Cold Outreach,16+ agents,3,Setter B,Closer D
L-11925,2025-06-03 00:00:00,Google Search,16+ agents,5,Setter B,Closer A
L-11926,2025-05-25 00:00:00,Google Search,2-5 agents,6,Setter B,Closer A
L-11927,2025-05-10 00:00:00,TikTok,2-5 agents,1,Setter C,Closer B
L-11928,2025-06-29 00:00:00,Meta,Solo,6,Setter B,Closer C
L-11929,2025-02-23 00:00:00,Google Search,Solo,3,Setter A,Closer A
L-11930,2025-05-29 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-11931,2025-02-16 00:00:00,Meta,16+ agents,5,Setter A,Closer A
L-11932,2025-04-30 00:00:00,Referral,2-5 agents,8,Setter B,Closer B
L-11933,2025-06-08 00:00:00,Google Search,16+ agents,8,Setter C,Closer C
L-11934,2025-05-06 00:00:00,TikTok,Solo,2,Setter A,Closer C
L-11935,2025-06-09 00:00:00,Google Search,Solo,7,Setter C,Closer A
L-11936,2025-05-26 00:00:00,Google Search,2-5 agents,7,Setter B,Closer B
L-11937,2025-03-17 00:00:00,Meta,2-5 agents,4,Setter C,Closer A
L-11938,2025-03-09 00:00:00,LinkedIn,16+ agents,7,Setter B,Closer D
L-11939,2025-06-18 00:00:00,Meta,16+ agents,4,Setter A,Closer C
L-11940,2025-05-27 00:00:00,Meta,6-15 agents,6,Setter C,Closer D
L-11941,2025-06-16 00:00:00,Google Search,6-15 agents,7,Setter B,Closer C
L-11942,2025-04-26 00:00:00,Meta,2-5 agents,4,Setter B,Closer C
L-11943,2025-05-23 00:00:00,Meta,6-15 agents,3,Setter A,Closer D
L-11944,2025-03-29 00:00:00,TikTok,Solo,5,Setter C,Closer C
L-11945,2025-06-02 00:00:00,Meta,16+ agents,4,Setter C,Closer B
L-11946,2025-06-15 00:00:00,Google Search,6-15 agents,6,Setter B,Closer D
L-11947,2025-06-04 00:00:00,LinkedIn,16+ agents,7,Setter C,Closer D
L-11948,2025-06-13 00:00:00,TikTok,Solo,4,Setter C,Closer B
L-11949,2025-05-14 00:00:00,Google Search,2-5 agents,3,Setter C,Closer D
L-11950,2025-05-15 00:00:00,Google Search,16+ agents,3,Setter B,Closer A
L-11951,2025-06-26 00:00:00,Referral,16+ agents,8,Setter B,Closer A
L-11952,2025-04-30 00:00:00,Meta,6-15 agents,5,Setter B,Closer A
L-11953,2025-06-29 00:00:00,TikTok,16+ agents,4,Setter C,Closer B
L-11954,2025-05-19 00:00:00,Cold Outreach,6-15 agents,7,Setter C,Closer C
L-11955,2025-06-24 00:00:00,Google Search,2-5 agents,7,Setter A,Closer A
L-11956,2025-05-06 00:00:00,Meta,Solo,3,Setter C,Closer D
L-11957,2025-05-13 00:00:00,Referral,2-5 agents,9,Setter C,Closer A
L-11958,2025-04-27 00:00:00,Meta,2-5 agents,5,Setter B,Closer B
L-11959,2025-04-06 00:00:00,TikTok,16+ agents,2,Setter C,Closer A
L-11960,2025-05-05 00:00:00,Meta,Solo,6,Setter A,Closer C
L-11961,2025-04-20 00:00:00,TikTok,Solo,5,Setter A,Closer B
L-11962,2025-06-28 00:00:00,TikTok,6-15 agents,1,Setter B,Closer D
L-11963,2025-03-29 00:00:00,Google Search,Solo,7,Setter C,Closer D
L-11964,2025-05-30 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer D
L-11965,2025-05-30 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer D
L-11966,2025-05-25 00:00:00,Meta,2-5 agents,6,Setter C,Closer A
L-11967,2025-06-02 00:00:00,Meta,2-5 agents,6,Setter B,Closer D
L-11968,2025-04-17 00:00:00,Meta,6-15 agents,8,Setter B,Closer A
L-11969,2025-04-25 00:00:00,TikTok,2-5 agents,1,Setter A,Closer A
L-11970,2025-05-25 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer D
L-11971,2025-05-07 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer D
L-11972,2025-02-18 00:00:00,LinkedIn,16+ agents,9,Setter C,Closer D
L-11973,2025-04-09 00:00:00,TikTok,6-15 agents,2,Setter B,Closer A
L-11974,2025-04-05 00:00:00,Google Search,16+ agents,3,Setter C,Closer D
L-11975,2025-03-23 00:00:00,Meta,Solo,6,Setter C,Closer A
L-11976,2025-05-28 00:00:00,Google Search,2-5 agents,3,Setter B,Closer C
L-11977,2025-06-15 00:00:00,Google Search,6-15 agents,4,Setter B,Closer C
L-11978,2025-04-28 00:00:00,Meta,Solo,5,Setter B,Closer D
L-11979,2025-05-12 00:00:00,Cold Outreach,6-15 agents,5,Setter B,Closer C
L-11980,2025-02-01 00:00:00,LinkedIn,16+ agents,7,Setter B,Closer C
L-11981,2025-06-01 00:00:00,TikTok,16+ agents,3,Setter B,Closer A
L-11982,2025-02-21 00:00:00,Meta,6-15 agents,5,Setter B,Closer C
L-11983,2025-05-13 00:00:00,LinkedIn,Solo,10,Setter B,Closer B
L-11984,2025-06-01 00:00:00,Meta,6-15 agents,6,Setter A,Closer D
L-11985,2025-06-12 00:00:00,Meta,16+ agents,3,Setter A,Closer D
L-11986,2025-06-28 00:00:00,Meta,6-15 agents,5,Setter A,Closer A
L-11987,2025-05-25 00:00:00,Meta,Solo,6,Setter B,Closer C
L-11988,2025-06-14 00:00:00,Google Search,16+ agents,7,Setter C,Closer A
L-11989,2025-02-10 00:00:00,LinkedIn,2-5 agents,10,Setter B,Closer C
L-11990,2025-05-29 00:00:00,Referral,2-5 agents,10,Setter B,Closer C
L-11991,2025-05-01 00:00:00,Google Search,16+ agents,6,Setter B,Closer C
L-11992,2025-04-10 00:00:00,Meta,6-15 agents,5,Setter A,Closer B
L-11993,2025-05-30 00:00:00,Google Search,16+ agents,6,Setter B,Closer B
L-11994,2025-05-18 00:00:00,Google Search,6-15 agents,6,Setter C,Closer C
L-11995,2025-05-26 00:00:00,Google Search,16+ agents,5,Setter C,Closer B
L-11996,2025-06-03 00:00:00,LinkedIn,Solo,8,Setter C,Closer C
L-11997,2025-04-13 00:00:00,Google Search,2-5 agents,4,Setter B,Closer B
L-11998,2025-05-15 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer A
L-11999,2025-05-18 00:00:00,Google Search,16+ agents,6,Setter C,Closer D
L-12000,2025-01-30 00:00:00,Google Search,6-15 agents,6,Setter C,Closer C
L-12001,2025-05-26 00:00:00,Meta,6-15 agents,5,Setter C,Closer B
L-12002,2025-03-15 00:00:00,Meta,Solo,8,Setter C,Closer A
L-12003,2025-01-30 00:00:00,Google Search,16+ agents,7,Setter A,Closer D
L-12004,2025-02-04 00:00:00,TikTok,16+ agents,2,Setter C,Closer D
L-12005,2025-06-23 00:00:00,Meta,Solo,4,Setter C,Closer D
L-12006,2025-06-26 00:00:00,Google Search,16+ agents,7,Setter C,Closer C
L-12007,2025-04-26 00:00:00,Meta,16+ agents,7,Setter B,Closer D
L-12008,2025-06-19 00:00:00,Meta,6-15 agents,7,Setter C,Closer B
L-12009,2025-05-06 00:00:00,Google Search,Solo,4,Setter B,Closer C
L-12010,2025-04-22 00:00:00,TikTok,16+ agents,4,Setter B,Closer A
L-12011,2025-04-28 00:00:00,TikTok,2-5 agents,3,Setter C,Closer C
L-12012,2025-06-05 00:00:00,Cold Outreach,16+ agents,5,Setter A,Closer A
L-12013,2025-03-08 00:00:00,LinkedIn,Solo,7,Setter A,Closer D
L-12014,2025-06-22 00:00:00,LinkedIn,Solo,8,Setter B,Closer D
L-12015,2025-05-28 00:00:00,Google Search,16+ agents,4,Setter B,Closer D
L-12016,2025-05-12 00:00:00,Referral,Solo,9,Setter A,Closer B
L-12017,2025-04-26 00:00:00,Google Search,2-5 agents,7,Setter B,Closer A
L-12018,2025-06-25 00:00:00,Meta,Solo,8,Setter C,Closer D
L-12019,2025-06-07 00:00:00,Meta,2-5 agents,4,Setter B,Closer A
L-12020,2025-03-21 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer A
L-12021,2025-04-07 00:00:00,Google Search,6-15 agents,6,Setter A,Closer B
L-12022,2025-04-21 00:00:00,Meta,Solo,6,Setter A,Closer B
L-12023,2025-02-11 00:00:00,TikTok,6-15 agents,4,Setter A,Closer A
L-12024,2025-05-03 00:00:00,Google Search,16+ agents,6,Setter A,Closer A
L-12025,2025-03-13 00:00:00,Meta,6-15 agents,7,Setter C,Closer C
L-12026,2025-06-17 00:00:00,Meta,16+ agents,7,Setter B,Closer B
L-12027,2025-06-29 00:00:00,Google Search,6-15 agents,4,Setter B,Closer B
L-12028,2025-06-29 00:00:00,Meta,2-5 agents,8,Setter A,Closer B
L-12029,2025-03-05 00:00:00,Meta,6-15 agents,4,Setter A,Closer D
L-12030,2025-06-16 00:00:00,Cold Outreach,6-15 agents,3,Setter C,Closer B
L-12031,2025-06-19 00:00:00,Google Search,16+ agents,3,Setter C,Closer A
L-12032,2025-05-01 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer C
L-12033,2025-05-15 00:00:00,Cold Outreach,6-15 agents,4,Setter C,Closer C
L-12034,2025-05-03 00:00:00,Meta,2-5 agents,4,Setter C,Closer D
L-12035,2025-03-11 00:00:00,Google Search,Solo,3,Setter A,Closer A
L-12036,2025-04-02 00:00:00,Google Search,Solo,7,Setter A,Closer B
L-12037,2025-03-06 00:00:00,Google Search,Solo,4,Setter B,Closer A
L-12038,2025-05-10 00:00:00,Meta,2-5 agents,5,Setter B,Closer D
L-12039,2025-06-04 00:00:00,Referral,2-5 agents,8,Setter A,Closer A
L-12040,2025-04-12 00:00:00,Meta,2-5 agents,7,Setter A,Closer C
L-12041,2025-04-29 00:00:00,Meta,2-5 agents,4,Setter C,Closer C
L-12042,2025-04-30 00:00:00,Referral,Solo,9,Setter A,Closer A
L-12043,2025-06-08 00:00:00,Google Search,6-15 agents,7,Setter A,Closer A
L-12044,2025-02-24 00:00:00,Meta,6-15 agents,4,Setter C,Closer D
L-12045,2025-01-30 00:00:00,Cold Outreach,6-15 agents,4,Setter A,Closer C
L-12046,2025-05-20 00:00:00,Meta,Solo,3,Setter C,Closer A
L-12047,2025-04-16 00:00:00,Google Search,2-5 agents,7,Setter C,Closer A
L-12048,2025-02-18 00:00:00,Google Search,2-5 agents,4,Setter C,Closer C
L-12049,2025-03-21 00:00:00,Meta,16+ agents,3,Setter B,Closer D
L-12050,2025-04-19 00:00:00,Google Search,6-15 agents,4,Setter A,Closer D
L-12051,2025-03-20 00:00:00,Google Search,Solo,8,Setter A,Closer C
L-12052,2025-04-22 00:00:00,LinkedIn,2-5 agents,10,Setter B,Closer C
L-12053,2025-03-18 00:00:00,TikTok,2-5 agents,2,Setter A,Closer A
L-12054,2025-04-02 00:00:00,Google Search,2-5 agents,4,Setter B,Closer C
L-12055,2025-06-25 00:00:00,Meta,Solo,4,Setter B,Closer B
L-12056,2025-05-05 00:00:00,Meta,Solo,7,Setter C,Closer B
L-12057,2025-05-22 00:00:00,TikTok,6-15 agents,3,Setter C,Closer D
L-12058,2025-02-27 00:00:00,Google Search,Solo,5,Setter B,Closer C
L-12059,2025-04-24 00:00:00,Google Search,16+ agents,5,Setter C,Closer B
L-12060,2025-01-17 00:00:00,Google Search,Solo,3,Setter A,Closer A
L-12061,2025-05-19 00:00:00,LinkedIn,6-15 agents,7,Setter A,Closer C
L-12062,2025-05-27 00:00:00,Referral,6-15 agents,10,Setter C,Closer B
L-12063,2025-06-22 00:00:00,Cold Outreach,6-15 agents,4,Setter C,Closer D
L-12064,2025-05-19 00:00:00,LinkedIn,6-15 agents,10,Setter A,Closer B
L-12065,2025-06-16 00:00:00,Google Search,2-5 agents,7,Setter C,Closer B
L-12066,2025-06-29 00:00:00,Cold Outreach,Solo,6,Setter A,Closer A
L-12067,2025-05-30 00:00:00,Referral,Solo,8,Setter C,Closer A
L-12068,2025-05-11 00:00:00,TikTok,2-5 agents,4,Setter C,Closer A
L-12069,2025-05-16 00:00:00,Cold Outreach,6-15 agents,7,Setter B,Closer A
L-12070,2025-04-07 00:00:00,Meta,Solo,5,Setter B,Closer C
L-12071,2025-06-16 00:00:00,Cold Outreach,16+ agents,8,Setter B,Closer D
L-12072,2025-06-10 00:00:00,Google Search,16+ agents,6,Setter C,Closer C
L-12073,2025-04-09 00:00:00,Google Search,Solo,7,Setter C,Closer B
L-12074,2025-05-24 00:00:00,Meta,6-15 agents,3,Setter C,Closer A
L-12075,2025-03-11 00:00:00,Cold Outreach,6-15 agents,8,Setter B,Closer D
L-12076,2025-04-19 00:00:00,Meta,6-15 agents,5,Setter C,Closer C
L-12077,2025-05-02 00:00:00,Meta,Solo,7,Setter A,Closer C
L-12078,2025-04-05 00:00:00,TikTok,Solo,5,Setter A,Closer A
L-12079,2025-01-18 00:00:00,TikTok,16+ agents,4,Setter B,Closer D
L-12080,2025-04-27 00:00:00,Meta,Solo,3,Setter A,Closer B
L-12081,2025-03-09 00:00:00,Google Search,6-15 agents,5,Setter C,Closer B
L-12082,2025-02-18 00:00:00,TikTok,6-15 agents,3,Setter C,Closer B
L-12083,2025-05-15 00:00:00,Referral,2-5 agents,10,Setter C,Closer A
L-12084,2025-04-29 00:00:00,Google Search,Solo,6,Setter C,Closer B
L-12085,2025-04-13 00:00:00,Google Search,16+ agents,6,Setter B,Closer C
L-12086,2025-06-24 00:00:00,Cold Outreach,2-5 agents,4,Setter C,Closer B
L-12087,2025-06-06 00:00:00,TikTok,6-15 agents,1,Setter C,Closer B
L-12088,2025-06-27 00:00:00,TikTok,2-5 agents,2,Setter A,Closer D
L-12089,2025-05-06 00:00:00,Cold Outreach,Solo,8,Setter A,Closer C
L-12090,2025-02-11 00:00:00,Meta,Solo,5,Setter A,Closer B
L-12091,2025-02-07 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer D
L-12092,2025-06-22 00:00:00,Referral,16+ agents,8,Setter C,Closer B
L-12093,2025-05-30 00:00:00,Meta,16+ agents,5,Setter C,Closer D
L-12094,2025-05-23 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer A
L-12095,2025-04-04 00:00:00,Cold Outreach,2-5 agents,6,Setter B,Closer C
L-12096,2025-04-27 00:00:00,Referral,6-15 agents,10,Setter A,Closer D
L-12097,2025-04-08 00:00:00,Google Search,6-15 agents,4,Setter A,Closer D
L-12098,2025-04-28 00:00:00,Google Search,2-5 agents,4,Setter C,Closer A
L-12099,2025-03-20 00:00:00,Referral,Solo,8,Setter B,Closer A
L-12100,2025-06-29 00:00:00,Google Search,Solo,3,Setter B,Closer D
L-12101,2025-04-26 00:00:00,Meta,Solo,4,Setter A,Closer A
L-12102,2025-04-16 00:00:00,TikTok,16+ agents,2,Setter C,Closer B
L-12103,2025-04-24 00:00:00,Google Search,6-15 agents,8,Setter C,Closer C
L-12104,2025-06-10 00:00:00,Meta,16+ agents,6,Setter B,Closer A
L-12105,2025-05-30 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer B
L-12106,2025-05-15 00:00:00,Cold Outreach,2-5 agents,6,Setter C,Closer A
L-12107,2025-06-13 00:00:00,Meta,Solo,6,Setter A,Closer D
L-12108,2025-06-11 00:00:00,Meta,16+ agents,3,Setter C,Closer A
L-12109,2025-06-24 00:00:00,TikTok,2-5 agents,4,Setter A,Closer D
L-12110,2025-03-13 00:00:00,Meta,16+ agents,4,Setter B,Closer D
L-12111,2025-05-10 00:00:00,Google Search,6-15 agents,5,Setter A,Closer C
L-12112,2025-01-30 00:00:00,Google Search,2-5 agents,8,Setter A,Closer B
L-12113,2025-06-07 00:00:00,Google Search,6-15 agents,3,Setter B,Closer A
L-12114,2025-03-18 00:00:00,Meta,Solo,3,Setter A,Closer D
L-12115,2025-03-20 00:00:00,Cold Outreach,2-5 agents,3,Setter B,Closer C
L-12116,2025-05-21 00:00:00,TikTok,Solo,2,Setter A,Closer B
L-12117,2025-04-09 00:00:00,Meta,16+ agents,5,Setter A,Closer A
L-12118,2025-06-23 00:00:00,Google Search,6-15 agents,3,Setter B,Closer A
L-12119,2025-06-22 00:00:00,Cold Outreach,Solo,6,Setter B,Closer A
L-12120,2025-03-21 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer A
L-12121,2025-04-21 00:00:00,TikTok,16+ agents,3,Setter C,Closer C
L-12122,2025-06-11 00:00:00,TikTok,2-5 agents,2,Setter C,Closer B
L-12123,2025-01-25 00:00:00,TikTok,16+ agents,2,Setter A,Closer C
L-12124,2025-06-20 00:00:00,Meta,2-5 agents,5,Setter A,Closer C
L-12125,2025-05-28 00:00:00,Google Search,Solo,8,Setter A,Closer B
L-12126,2025-05-23 00:00:00,TikTok,6-15 agents,4,Setter A,Closer A
L-12127,2025-05-24 00:00:00,Google Search,6-15 agents,4,Setter C,Closer B
L-12128,2025-04-18 00:00:00,Google Search,6-15 agents,8,Setter C,Closer A
L-12129,2025-06-12 00:00:00,Google Search,16+ agents,3,Setter A,Closer D
L-12130,2025-06-04 00:00:00,Meta,Solo,3,Setter C,Closer D
L-12131,2025-06-11 00:00:00,Google Search,16+ agents,3,Setter A,Closer D
L-12132,2025-06-17 00:00:00,TikTok,Solo,2,Setter B,Closer B
L-12133,2025-04-14 00:00:00,Referral,16+ agents,9,Setter B,Closer B
L-12134,2025-03-13 00:00:00,Meta,6-15 agents,4,Setter B,Closer B
L-12135,2025-03-15 00:00:00,LinkedIn,16+ agents,10,Setter A,Closer C
L-12136,2025-06-28 00:00:00,Google Search,Solo,6,Setter A,Closer B
L-12137,2025-06-14 00:00:00,Meta,Solo,3,Setter C,Closer A
L-12138,2025-06-15 00:00:00,Google Search,16+ agents,4,Setter C,Closer B
L-12139,2025-05-01 00:00:00,Meta,2-5 agents,4,Setter B,Closer C
L-12140,2025-03-15 00:00:00,Google Search,Solo,5,Setter A,Closer B
L-12141,2025-06-20 00:00:00,Google Search,Solo,6,Setter C,Closer C
